Data;Hora;Temp (C);Temp_Max (C);Temp_Min (C);Umid (%);Umid_Max (%);Umid_Min (%);PO (C);PO_Max (C);PO_Min (C);Pressao (hPa);Pressao_Max (hPa);Pressao_Min (hPa);VelVento_S_WVT (m/s);VelVento_Max (m/s);DirVento_D1_WVT (Deg);RadTot (KJ/m²);Chuva_Tot (mm)
01/11/2025;00;19,4;19,6;19,4;89,6;89,7;88,8;17,7;17,9;17,5;1015;1015,2;1014,8;0,4;2,3;11;0;1,27
01/11/2025;01;19,5;19,6;19,3;89,9;89,9;89,4;17,8;17,9;17,5;1014;1014,8;1014,2;0,4;1,3;99;0;0
01/11/2025;02;19,7;19,9;19,5;89,3;89,9;88,4;17,9;18,2;17,5;1014;1014,3;1013,6;0,8;3,9;49;0;0,51
01/11/2025;03;19,3;19,8;19,3;90;90;89,2;17,6;18,2;17,4;1013;1013,7;1013,4;0,3;1,8;79;0;0
01/11/2025;04;19,2;19,3;18,8;90;90,2;89,8;17,5;17,7;17,1;1014;1013,6;1013,4;0,4;1,2;69;0;0
01/11/2025;05;18,6;19,2;18,6;90,1;90,3;89,8;17;17,6;16,9;1014;1013,7;1013,4;0,3;1,7;57;0;0
01/11/2025;06;19,1;19,1;18,3;90,2;90,2;89,8;17,4;17,4;16,6;1014;1014,2;1013,6;0,5;1,9;48;55,9;0
01/11/2025;07;20;20;19,1;89,2;90,2;89;18,1;18,4;17,2;1015;1014,9;1014,2;0,7;2,6;356;381,5;0
01/11/2025;08;22,4;22,5;19,9;85,1;89,4;84,7;19,8;20,7;17,2;1016;1015,5;1014,9;0,9;3,8;337;1615,4;0
01/11/2025;09;23,5;24,3;21,7;79,1;85,5;77,5;19,7;21,8;17,6;1016;1015,8;1015,5;1,1;3,3;336;2490,8;0
01/11/2025;10;24,3;24,8;23;73,8;79,3;73;19,4;20,9;17,9;1015;1015,7;1015,1;1,8;5;341;3202,7;0
01/11/2025;11;25;26,3;24,2;71,5;74,8;68,7;19,5;21,5;18;1014;1015,1;1014,3;2,2;6,8;0;3663,4;0
01/11/2025;12;26;26,5;24,4;71,7;73,6;69,8;20,5;21,4;18,5;1014;1014,5;1013,6;2,7;8,6;2;3918,3;0
01/11/2025;13;26,4;27;25,2;69,3;75,2;68,1;20,3;22,3;18,9;1013;1013,6;1012,7;2,2;6,8;340;3905,9;0
01/11/2025;14;26,6;27,8;25,9;69,3;71,6;67;20,5;22,2;19,3;1012;1012,8;1011,8;2,7;7,1;335;3605,9;0
01/11/2025;15;25,9;27,3;25,7;70,1;71,5;67;20,1;21,7;19,1;1011;1011,8;1011;3,2;7,4;344;2897,9;0
01/11/2025;16;24,5;26,7;24,3;74;74,8;68,4;19,5;21,9;18,1;1011;1011,2;1010,9;3,2;7,9;343;1848,4;0
01/11/2025;17;23,4;24,6;23,1;79;79,7;73,9;19,5;20,9;18,2;1011;1011,4;1010,9;2,6;7,4;357;770,6;0
01/11/2025;18;22,7;23,5;22,6;81,5;82;78,6;19,4;20,2;18,7;1011;1011,7;1011,1;2,5;7,9;359;301,7;0
01/11/2025;19;22,1;22,7;22,1;83,4;83,6;81,1;19,2;19,8;18,7;1012;1011,9;1011,2;2;6,8;10;31,9;0
01/11/2025;20;21,9;22,2;21,9;85,2;85,5;83,4;19,3;19,7;18,9;1012;1012,1;1011,7;2;6,1;6;0;0
01/11/2025;21;21,9;22;21,8;86,4;86,6;84,2;19,5;19,7;19;1013;1013,3;1012;1,7;6;357;0;0
01/11/2025;22;22;22;21,8;86,1;86,7;85,9;19,6;19,7;19,3;1014;1014;1012,9;1,6;5;356;0;0
01/11/2025;23;22;22,1;22;86,5;86,6;85,9;19,6;19,7;19,5;1013;1014,2;1013,3;1,8;5,5;357;0;0
02/11/2025;00;21,8;22;21,7;87;87,1;86,4;19,5;19,8;19,4;1013;1013,5;1012,7;1,6;4,8;13;0;0
02/11/2025;01;21,7;21,8;21,7;87,3;87,4;87;19,5;19,6;19,4;1012;1012,7;1012;1,4;5,5;11;0;0
02/11/2025;02;21,6;21,8;21,6;87,8;87,9;87,1;19,5;19,7;19,3;1010;1012;1010,3;1,5;4,8;10;0;0
02/11/2025;03;21,9;21,9;21,6;87,1;88;87,1;19,6;19,8;19,3;1011;1010,8;1010;1,3;5,1;351;0;0
02/11/2025;04;21,9;22;21,8;87,4;87,5;87,1;19,7;19,8;19,5;1011;1011,3;1010,7;0,5;3;247;0;0
02/11/2025;05;21,4;21,9;21,4;88;88,3;86,7;19,3;19,8;19;1011;1010,9;1010,4;1,1;3,7;94;0;0,25
02/11/2025;06;21,2;21,6;21,1;89,2;89,2;87,1;19,4;19,7;18,9;1012;1012,1;1010,8;0,4;2,5;68;2,8;2,29
02/11/2025;07;21,4;21,4;21,2;89,2;89,6;89,2;19,6;19,6;19,3;1012;1012,3;1011,4;1,6;5,8;26;182,4;1,02
02/11/2025;08;22,7;22,8;21,3;86,9;89,3;86,8;20,4;20,9;19;1011;1011,6;1010,9;1,3;6,3;359;912,2;0
02/11/2025;09;23;23,2;22,3;85,9;87,8;85,3;20,5;21,1;19,7;1011;1011,1;1010,6;2;5,9;353;1579,4;0
02/11/2025;10;23,8;24;22,6;82,6;86;82,2;20,6;21,6;19,4;1011;1010,9;1010,6;2,2;7,9;357;1846,8;0
02/11/2025;11;24,9;25,3;23,7;77,6;83;77,5;20,8;22,2;19,5;1011;1011,2;1010,6;1,7;7,5;343;2236,3;0
02/11/2025;12;24,5;25,1;24,2;77,7;79,9;76,4;20,3;21,4;19,8;1011;1011,6;1011;2;8;348;1727,3;0
02/11/2025;13;24,3;25,5;23,9;79,1;79,5;75,4;20,5;21,7;19,3;1011;1011,3;1010,7;1,9;5,3;346;1828,7;0
02/11/2025;14;24;24,5;23,5;77,2;80,4;76,1;19,7;20,9;19,1;1010;1010,8;1010;1,9;5,4;343;1497,1;0
02/11/2025;15;23,8;24,5;23,2;77,2;79,7;76,4;19,6;20,8;18,8;1009;1010,2;1009,3;2,1;6,4;345;1955,9;0
02/11/2025;16;23,7;25,2;23,3;76,8;78,4;74,1;19,4;21,2;18,4;1009;1009,4;1008,8;2;5,9;4;2068,3;0
02/11/2025;17;24,4;25;23,7;73,8;77,5;71,6;19,4;20,8;18,3;1008;1008,9;1008,2;1,8;5,6;346;1272,5;0
02/11/2025;18;23,4;25;23,4;77,9;78;72,5;19,3;20,9;18,1;1009;1008,6;1008,1;1,8;4,5;335;515,9;0
02/11/2025;19;22,5;23,4;22,5;83,2;83,2;77,7;19,5;20,4;18,4;1009;1009,2;1008,5;0,9;2,2;19;39,8;0
02/11/2025;20;22,2;22,4;22;85,6;85,8;83,9;19,7;19,9;19,1;1010;1010;1009,3;0,4;1,3;84;0;0
02/11/2025;21;22,4;22,4;22,1;84,4;86,1;84,4;19,7;20;19,4;1011;1011;1010;1;2,6;125;0;0
02/11/2025;22;21,6;22,5;21,5;86,6;86,8;84;19,3;20,2;18,7;1011;1011,2;1010,7;1,8;4,3;112;0;0
02/11/2025;23;21,7;21,8;21,6;85,9;86,6;85,6;19,2;19,4;19,1;1011;1011,2;1010,9;1,5;3,1;102;0;0
03/11/2025;00;21,4;21,7;21,3;86,5;86,9;85,8;19,1;19,4;18,9;1011;1011,2;1010,8;1,4;4;92;0;0
03/11/2025;01;21,5;21,6;21,4;86,2;86,6;85,9;19,1;19,3;19;1010;1010,8;1009,7;0,9;2,5;155;0;0
03/11/2025;02;21,4;21,6;21,4;87,1;87,1;86,1;19,1;19,3;18,9;1009;1009,7;1009,2;0,7;2,1;189;0;0
03/11/2025;03;21,3;21,4;21,3;87,6;87,6;86,8;19,2;19,3;19;1009;1009,3;1008,8;0,4;1,1;101;0;0
03/11/2025;04;20,7;21,4;20,6;88,2;88,3;87,4;18,7;19,3;18,5;1009;1008,8;1008,6;1,3;4,1;114;0;0
03/11/2025;05;20,4;20,9;20,4;88,7;88,7;87,5;18,5;18,9;18,2;1009;1008,8;1008,5;2;4,3;109;0;0
03/11/2025;06;20,8;20,8;20,3;87,4;88,8;87,4;18,6;18,9;18,1;1010;1009,6;1008,6;1,4;4,3;142;16,9;0
03/11/2025;07;20,8;21;20,6;88,6;88,6;87,2;18,8;19,1;18,4;1010;1010,5;1009,6;1,1;4;151;216,1;0
03/11/2025;08;22,4;22,5;20,6;84,9;88,8;83,9;19,7;20,6;17,8;1011;1011;1010,5;1,2;2,8;181;765,3;0
03/11/2025;09;22,7;23;21,9;81,2;86,5;81,2;19,3;20,6;18,5;1011;1011,1;1010,9;1,6;3,3;186;847,2;0
03/11/2025;10;24,5;25,3;22,7;75,1;81,6;73,3;19,8;21,9;17,7;1011;1011,1;1010,8;1,3;4,3;201;2019,8;0
03/11/2025;11;25,3;25,6;24,1;71,8;76,5;71,6;19,9;21,1;18,6;1011;1011;1010,7;1,5;3,8;203;;0
03/11/2025;12;26,6;26,8;25;66,5;73,3;65;19,8;21,6;18;1010;1011;1010;1,6;4,6;192;;0
03/11/2025;13;24,6;27,2;24,4;68,6;70,8;64,6;18,4;21,4;17,3;1010;1010,2;1009,9;1,5;6,2;124;1527,5;0
03/11/2025;14;22,9;24,9;22,6;81,3;81,4;67,2;19,5;21,5;16,3;1011;1011,3;1009,9;2;6,5;209;566,2;0
03/11/2025;15;;;;;;;;;;1010;1012,1;1010,1;2,3;9,1;186;686;21,59
03/11/2025;16;20,8;;;23,9;;;-0,5;;;1010;1010,6;1009,2;2;7,1;194;605,3;0,25
03/11/2025;17;21,7;21,7;20,8;51,4;58,4;22,1;11,2;13,2;-1,6;1010;1009,7;1009;1,8;4,5;185;622,3;0
03/11/2025;18;21,8;22,1;21,4;73,8;74,7;50,6;17;17,4;10,8;1011;1010,8;1009,5;0,9;3,1;207;420,6;0
03/11/2025;19;21,4;21,9;21,3;76,1;76,3;72,7;17;17,5;16,2;1011;1011;1010,5;0,7;2,4;152;72,6;0
03/11/2025;20;21;21,4;20,6;75,9;76,5;71;16,5;17,1;15,2;1011;1011,1;1010,5;1;2,3;141;0;0
03/11/2025;21;20,3;21,2;20,3;68,8;76,7;68,7;14,4;16,9;14,3;1012;1011,9;1011;0,7;2,4;138;0;0
03/11/2025;22;20,3;20,4;19,9;68,8;70,6;63,9;14,4;14,8;12,9;1012;1012,2;1011,8;0,3;1,5;117;0;0
03/11/2025;23;20,4;20,4;20,2;67;70;67;14,1;14,8;13,9;1012;1012,3;1011,9;0,2;1,3;91;0;0
04/11/2025;00;20,3;20,6;20,2;51,5;67,2;51,2;9,9;14,3;9,8;1012;1012,1;1011,7;0,6;1,5;100;0;0
04/11/2025;01;20;20,4;20;46,5;52,2;45,8;8,2;10,2;7,9;1011;1011,7;1011,5;0,6;1,5;110;0;0
04/11/2025;02;19,5;20,1;19,5;43,8;46,7;42,9;6,9;8,3;6,6;1011;1011,5;1010,9;0,4;1,3;103;0;0
04/11/2025;03;19,3;19,5;19,2;42,1;44,8;40,7;6,1;7,2;5,5;1010;1010,9;1010,4;0,3;1,2;101;0;0
04/11/2025;04;18,9;19,5;18,8;41;44,3;41;5,3;7;5,3;1010;1010,6;1010,3;0,3;1,2;95;0;0,25
04/11/2025;05;19,1;19,1;18,6;36,8;43,2;36,7;4;6,3;3,5;1011;1011,2;1010,5;0,2;1,1;79;0;0
04/11/2025;06;19,9;20;19,1;42;42,7;34,9;6,6;6,9;3,2;1011;1011,4;1010,9;0,2;1,4;106;72,9;0
04/11/2025;07;21;21;19,9;70,4;70,4;42,1;15,4;15,4;6,6;1012;1012,3;1011,3;0,3;1,5;115;373,5;0
04/11/2025;08;22,2;22,3;20,8;80,7;80,9;70,7;18,7;18,9;15,3;1013;1012,9;1012,3;0,5;1,5;143;864,4;0
04/11/2025;09;23,5;24,2;22;77;81;74,9;19,2;20,8;17,4;1013;1013,4;1012,9;1,1;3,1;356;1965,6;0
04/11/2025;10;24,8;25,3;23,3;74,2;77,9;71,5;19,9;21,1;17,8;1013;1013,3;1013;1,3;4,7;330;3302,4;0
04/11/2025;11;25,4;26,9;24,3;72,1;76,6;69,1;20;22,4;18,3;1013;1013,2;1012,7;1,7;5,3;336;;0
04/11/2025;12;26,2;27,1;24,7;70,1;73,2;67,1;20,3;21,9;18,2;1012;1012,7;1011,6;2;6;352;;0
04/11/2025;13;26,1;27,6;25,5;70,2;72,5;67,4;20,2;22,2;19;1011;1011,7;1010,9;2,9;7,4;348;;0
04/11/2025;14;26,8;27,7;25,7;68,5;71,8;67,2;20,5;22,2;19,2;1010;1010,9;1010;2,9;6,9;335;3609,5;0
04/11/2025;15;26,9;27,8;26,1;69,9;72,3;67,5;20,9;22,4;19,6;1009;1010,1;1009,1;2,9;7,1;335;3054,7;0
04/11/2025;16;26,1;27,3;25,6;71,8;72,7;68,1;20,6;22;19,3;1009;1009,3;1008,4;3,2;7,6;333;2368,4;0
04/11/2025;17;25;26,4;25;75,7;76,2;71,2;20,4;21,9;19,4;1008;1008,7;1007,9;3,1;7,9;339;1458,9;0
04/11/2025;18;23,9;25,3;23,8;80,3;81;75,5;20,3;21,8;19,2;1008;1008,5;1008;2,6;7,3;341;306,5;0
04/11/2025;19;23;23,9;22,9;81,1;81,8;79,8;19,6;20,6;19,2;1009;1009,4;1008,4;2,4;6,2;1;34,8;0
04/11/2025;20;22,8;23;22,7;80,3;81,3;80;19,2;19,6;19,1;1010;1010,4;1009,3;2,3;6,2;13;0;0
04/11/2025;21;22,9;23;22,6;80,6;80,8;80,2;19,3;19,5;19;1011;1011,1;1010,4;2,1;5,7;4;0;0
04/11/2025;22;22,9;22,9;22,7;80,5;80,7;79,8;19,3;19,4;19;1011;1011,3;1011,1;1,4;5,3;8;0;0
04/11/2025;23;22,7;23;22,7;80,8;81;80,3;19,2;19,5;19,1;1011;1011,5;1011,2;1,6;6,5;12;0;0
05/11/2025;00;22,5;22,7;22,5;79;80,8;78,7;18,7;19,3;18,6;1011;1011,3;1010,8;1,5;5,3;359;0;0
05/11/2025;01;22,7;22,8;22,5;79,8;79,9;78,1;19,1;19,1;18,5;1010;1010,8;1010;1,1;4,1;353;0;0
05/11/2025;02;22,6;22,8;22,6;79,4;79,9;79,2;18,9;19,2;18,8;1009;1010,1;1009,5;1;4,7;331;0;0
05/11/2025;03;22,7;22,7;22,6;80;80,5;79,2;19,1;19,2;18,8;1009;1009,5;1008,6;0,9;3,3;336;0;0
05/11/2025;04;22,9;22,9;22,7;80,6;80,8;80;19,3;19,4;19,1;1008;1008,7;1008,3;0,9;5,7;332;0;0
05/11/2025;05;22,8;22,9;22,7;80,9;81,2;80,5;19,3;19,5;19,2;1008;1008,4;1007,9;0,9;3,6;339;0;0
05/11/2025;06;22,7;22,8;22,5;79,9;81;79,6;19;19,3;18,8;1008;1008,2;1007,1;1,5;6,3;360;60,8;0
05/11/2025;07;23,4;23,4;22,7;81,2;81,2;79,6;20;20;19;1008;1008,5;1007,8;0,9;4,4;357;247,1;0
05/11/2025;08;24,5;25,3;23,2;80,8;81,8;79,7;21;21,9;19,5;1008;1008,3;1007,9;2;6,2;13;1580,7;0
05/11/2025;09;26,3;26,7;24,4;74,7;80,9;74,3;21,4;23,1;19,5;1008;1008,4;1007,9;2,2;6,8;354;2233,7;0
05/11/2025;10;27,5;28,3;26,2;72,4;76,5;70,8;22,1;23,7;20,4;1007;1008,3;1007,3;2;5,3;348;2896,9;0
05/11/2025;11;29,3;30;27,3;65,7;73,2;64,6;22,2;24,7;20;1007;1007,4;1006,8;2;4,9;6;3509;0
05/11/2025;12;32,3;32,6;29,2;57,2;66,2;55,5;22,8;25,5;19,4;1007;1007,1;1006,8;1,8;4,4;357;3572,2;0
05/11/2025;13;34,5;34,9;31,6;46,2;59,2;44,9;21,3;25,7;18,2;1007;1007;1006,4;1,6;4,3;341;3692,1;0
05/11/2025;14;28,1;35,4;27,9;66,8;66,8;43,4;21,3;28,3;14,3;1008;1007,8;1006,3;3,2;15,2;215;2893,6;0
05/11/2025;15;25,3;28,1;25;70,6;74,5;66,6;19,6;23,1;18,4;1007;1007,9;1007,1;5,7;16,5;220;2707,2;0
05/11/2025;16;25,6;25,8;24,5;68,4;71,6;68,4;19,4;20,2;18,3;1008;1008;1007,2;5,8;13,8;214;2000;0
05/11/2025;17;25,3;26,4;25,1;67,2;69,9;65,4;18,8;20,5;18,1;1009;1009;1007,9;5,3;13,4;199;1323,4;0
05/11/2025;18;24,1;25,4;24,1;68,9;69;67,2;18;19,3;17,6;1010;1009,6;1008,6;5,6;12,6;189;240,7;0
05/11/2025;19;23,1;24,2;23,1;70,1;71,5;68,7;17,4;18,7;17;1011;1011,1;1009,5;5,5;12,5;183;50,2;0
